Domain,Having_@_symbol,Having_IP,Path,Prefix_suffix_separation,Protocol,Redirection_//_symbol,Sub_domains,URL_Length,age_domain,dns_record,domain_registration_length,http_tokens,label,statistical_report,tiny_url,web_traffic,nb_dots,nb_qm,nb_and,nb_eq,ratio_digits_url,punycode,domain_in_brand,brand_in_path,suspecious_tld
email.windwardalerts.com,0,0,/c/eJxtjjFvwyAQhX-NvVQgOIMhA0PSONkytNkrfJDElR0sjGX535eokoeqy9Ppe_fuHZp1Ny596Yyzddti2RlgXDHJgEMluaZVrYEKCVpQLvXppJtDIdjSPd1io7O9j2miGIbyYQA1olOtUO1NWkThAVSrdrVAjnizZW_-yUXz7WNc6RAeMV8O0d_Dc0o2eerdXA4rwXlKYSDOJmsKdSgAPprzcX9t8lRU-6z555pwIFy_MZVRJbOApOy1Ae9Z7zHM41fntgjfrOSHsc91m6t--Wdzuf5tUYRJwuCF1PEHscdZow,0,http,0,0,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0
baltkagroup.com,0,0,/mailcheck/source/,0,http,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
owa1.everettwa.gov,0,0,/owa/redir.aspx,0,https,0,2,1,1,0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0
www.botecodomarianobit.com,0,0,/pages2/inter/home.html,0,http,0,2,2,1,1,1,0,1,1,1,1,2,0,0,0,0,0,0,0,0
premiosmastercard.esy.es,0,0,/W!645/index/,0,http,0,0,0,1,1,1,0,1,1,0,1,2,0,0,0,0,0,1,0,0
goo.gl,0,0,/JVVHeA,0,https,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
bit.ly,0,0,/2qww0gG,0,http,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
adsensemart.com,0,0,/dp/ayo1/ayo1/,0,http,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
tauruswelding.com,0,0,/flight/stage/af/ad/ghjk/pvtd_clnt/index2.php,0,http,0,0,2,2,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0
c4cqk784.caspio.com,0,0,/dp.asp,0,https,0,2,2,0,0,1,0,1,1,0,0,2,0,0,0,0.22,0,0,0,0
caixaonlinefgts.hostkda.com,0,0,/pages/,0,http,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,1,0,0
telegraphycoursemorse.com,0,0,/cielo/,0,http,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
tinyurl.com,0,0,/mt5hquu,0,https,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
contasinativascaixafgts.name,0,0,/caixa.gov.br/pages/inter/index.php,0,http,0,1,2,1,1,1,0,1,1,0,1,2,0,0,0,0,0,1,0,0
signin.amazon.co.uk-prime.form-unsuscribe.id-7816.nproofing.com.au,0,0,/ren/op/,1,http,0,1,1,1,0,1,0,1,1,0,1,5,0,0,0,0.07,0,1,0,0
primoframe.com,0,0,/amber/,0,http,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
tinyurl.com,0,0,/katfbes,0,http,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
consultabeneficiosmirror01.esy.es,0,0,/Consulta/acesso/,0,http,0,0,2,1,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
tinyurl.com,0,0,/n8g7wy8,0,http,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
adpportal.hol.es,0,0,/adp.payrollchanges/,0,http,0,2,0,1,1,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
ts4.96.lt,0,0,/i/,0,http,0,0,0,1,0,1,0,1,1,0,0,2,0,0,0,0.08,0,0,0,1
diariapromotionspecial.com,0,0,/OFERTAS11910apc/produto.php,0,http,0,0,1,2,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
innamorata.com.ar,0,0,/melodyfriespitchment/Docusign/index.php,0,http,0,2,2,1,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
promotion-smart.com,0,0,/iphone5s.html,1,http,0,0,0,1,1,1,0,1,1,1,1,2,0,0,0,0,0,0,0,0
designaxis.net,0,0,/secure-doc/DropNewVasion/Fresh/,0,http,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
ornamentmania.com,0,0,/shell/gdoc-secure/gtex/,0,http,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
euromina.com.vn,0,0,/%20%20/home/pessoa-fisica.php,0,http,0,2,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
attlw.net,0,0,/m/cprodx.att.net/commonLogin/igate_edam/controller.html,0,http,0,1,2,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
check-your-acct2017.esy.es,0,0,/index.html,1,http,0,2,0,1,1,1,0,1,1,0,1,2,0,0,0,0.12,0,0,0,0
websitebuilder102.website.com,0,0,/ITservice1/,0,http,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0.08,0,0,0,0
purchase-order.esy.es,0,0,/purchase/document.html,1,http,0,2,0,1,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
w-reia.com,0,0,/wichita/new.php,1,http,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
xicksy.win,0,0,/xhht4ff2odc.html,0,http,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1
check-updates-app.hol.es,0,0,/logins.php,1,http,0,2,0,1,1,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
check-updates-app.hol.es,0,0,/system-confirmation-fb,1,http,0,0,2,1,1,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
mygosecure.com,0,0,/,0,http,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
mygosecure.com,0,0,/,0,http,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
www.hallwaystreetsigns.com,0,0,/pdfs/home/bfbe060107cd442c604ff0a69cc8a940/,0,http,0,0,1,2,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0
chmsry.org.za,0,0,/Topultimatenew/product/products/,0,http,0,0,0,1,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
centreforcorporatecoaching.com,1,0,/okaposa/engauto189/mailbox/mailbox/,0,http,0,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
centreforcorporatecoaching.com,1,0,/okaposa/engauto189/mailbox/mailbox/,0,http,0,2,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
advancemedical-sa.com,0,0,/file/review.pg/manage/,1,http,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
yanluxe.com,0,0,/wp-content/themes/idstore/js/index.php,0,http,0,0,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
www.sicoobcard.net.br,0,0,/413123/inicio.html,0,http,0,1,0,1,0,1,0,1,1,0,1,3,0,0,0,0,0,1,0,0
check091.hol.es,0,0,/log11.php,0,http,0,2,0,1,1,1,0,1,1,0,1,3,0,0,0,0.12,0,0,0,0
supports01123.hol.es,0,0,/facebook-confirmation,0,http,0,0,0,1,1,1,0,1,1,0,1,3,0,0,0,0.16,0,0,0,0
halpcenter-001acontscheck.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1,3,0,0,0,0.06,0,0,0,0
ecutrack.com,0,0,/box1/,0,http,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
cop.com.pe,0,0,/wp-content/adobee/adobe.php,0,http,0,2,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
shobiziems.com,0,0,/dreamforce/sess/ca43f279b087320cba6ba3087a8f1f39/,0,https,0,0,2,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0
lhhaokailighting.com,0,0,/wellsfargo.Gucci/identity.php,0,http,0,2,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
siyacom.net,0,0,/listoforderitemsneededforurgentsupply/cgi-bin/fomfix/form/,0,http,0,0,1,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
www.service-freeboxligne.com,0,0,/assurez/9ae75b651ab5a58462046a33308528b8/,1,http,0,0,1,1,1,1,0,1,1,0,1,3,0,0,0,0,0,0,0,0
service-freeboxligne.com,0,0,/assurez/,1,http,0,0,0,1,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
tisch-und-decke.de,0,0,/Gon/cpanel/,1,http,0,0,0,1,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0
bunchyogurt.com,1,0,/wp-content/themes/x/framework/css/index.php,0,http,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
confluentc.com,0,0,/images/excelfile/1bfc02a75ee568412279b969645fd856/,0,http,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
wish4job.com,0,0,/page/mpelidrop.html,0,http,0,0,0,2,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0
mzansinet.co.za,0,0,/log/all/d/DHL%20AUTO/,0,http,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
recoveri-legalfb-acct2017.esy.es,0,0,/index.html,1,http,0,2,0,1,1,1,0,1,1,0,1,3,0,0,0,0.08,0,1,0,0
cover-acct0926.esy.es,0,0,/index.html,1,http,0,2,0,1,1,1,0,1,1,0,1,2,0,0,0,0.16,0,0,0,0
resolve-acct6548.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0,0.2,0,0,0,0
yeusinhly.com.vn,0,0,/t.php,0,http,0,2,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
yeusinhly.com.vn,0,0,/themes/in.php,0,http,0,2,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
www.sqi-mail.com,0,0,/Dropbox/d231f317f2b3e9015b76d9fff7746648/verify.php,1,http,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0
mdllanos.com,0,0,/wp/qouta/Aldomain/mailbox/domain/,0,http,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
baitherbackreview.com,0,0,/wp-content/gtex/,0,http,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
amirerfanian.ir,0,0,/wp-admin/ivxn/home/,0,http,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
habercinimnette.tk,0,0,/index2.php,0,http,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
www.santiagoingaramo.com.ar,0,0,/tmp/Google101/Google/dld/us/,0,http,0,2,2,1,1,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0
footkre.in,0,0,/docusingn/index.php,0,https,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
www.maxiking.com.bo,0,0,/LLC/Limited/,0,http,0,2,0,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
support-5560.hol.es,0,0,/log1.php,1,http,0,2,0,1,1,1,0,1,1,0,1,3,0,0,0,0.17,0,0,0,0
www.geko.fr,0,0,/components/com_contact/models/new/1.php,0,http,0,2,2,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0
mskindia.net,0,0,/security/frontier/frontier.html,0,https,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
innoscript.nl,0,0,/paypal-customer/webapps/,0,http,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
himatemia.undip.ac.id,0,0,/wp-content/uploads/2017/02/Zeska_seznam_verify-email_security/general_login.htm,0,http,0,1,1,2,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
13453765871837679316.googlegroups.com,0,0,/attach/5ed5d019a6363180/docfile..htm,0,http,0,1,1,2,0,2,0,1,0,0,0,1,0,0,0,0.8,0,0,0,0
www.andrewrobertsllc.info,0,0,/adobe/adb/83d3ff008ee17e6bcc985ac921303666/index2.htm,0,http,0,2,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1
bit.ly,0,0,/2oOkGv9,0,http,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
www.stchartered.com,0,0,/images/adb/,0,http,0,0,0,2,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
